6 14	268 262 255.95 255.345 252.436 248.79 245.569 243.513 242.138 240.852 240 240 241.107 243.618 247.57 251.772 255.95 260.436 264.479 268.811 273.092 277.001 280.701 284.772 289.249 291.169 292.685 294.354 296.189 297.518 298.47 299.517 299.443 298.387 297.226 295.949 294.863 294.399 293.889 293.328 292.711 292.032 291.047 289.952 288.747 287.807 287.321 286.787 286.199 285.866 285.652 285.417 285.159 284.875 284.563 284.219 283.947 283.808 283.656 283.488 283.303 283.1 282.877 282.632 282.361 282.064 282 282 282 282 282 282 282 282.128 282.391 282.68 282.998 283.347 283.732 284.155 284.621 285.133 285.696 286.316 286.998 287.747 288.572 289.479 290.477 291.575 292.188 292.507 292.857 293.243 293.667 294.134 294.647 295 295 295 
6 13	247.5 242.312 237.044 236.061 233.497 230.592 228.177 226.263 225.212 224.408 224.062 224.581 225.982 228.493 231.627 235.405 239.896 244.795 249.849 255.061 259.342 263.351 267.096 270.556 274.574 275.96 276.88 277.893 279.008 279.824 280.419 281.073 280.762 279.601 278.324 276.919 275.761 275.375 274.949 274.482 273.968 273.402 272.75 272.031 271.24 270.557 270.071 269.537 268.949 268.641 268.467 268.277 268.067 267.836 267.582 267.303 267.075 266.945 266.802 266.645 266.472 266.282 266.072 265.842 265.589 265.31 265.299 265.367 265.441 265.522 265.612 265.711 265.819 265.99 266.227 266.487 266.773 267.088 267.434 267.815 268.234 268.695 269.202 269.759 270.373 271.048 271.79 272.606 273.505 274.493 275.047 275.339 275.661 276.014 276.403 276.831 277.302 277.625 277.625 277.625 
6 12	221 218 214.8 212.38 210.359 208.947 208.142 206.513 206.287 206.716 207.562 209.119 211.107 213.618 215.19 218.127 223.14 228.654 234.719 240.927 245.82 250.401 254.421 256.863 259.549 260.334 260.767 261.244 261.768 262 262 262 261.22 259.742 258.117 256.328 254.863 254.399 253.889 253.328 252.711 252.032 252 252 252 251.807 251.321 250.787 250.199 249.933 249.826 249.709 249.58 249.438 249.281 249.109 248.973 248.904 248.828 248.744 248.652 248.55 248.439 248.316 248.181 248.032 248.158 248.373 248.611 248.872 249.159 249.475 249.822 250.09 250.273 250.476 250.698 250.943 251.213 251.509 251.835 252.193 252.587 253.021 253.498 254.023 254.601 255.236 255.934 256.703 257.188 257.507 257.857 258.243 258.667 259.134 259.647 260 260 260 
5 11	203.183 200.781 198.17 195.631 193.926 193.161 192.838 191.592 191.641 192.326 193.378 195.036 196.971 199.23 200.528 203.233 208.076 213.447 219.713 226.071 230.84 235.688 240.161 242.442 244.438 244.97 245.231 245.518 245.833 245.835 245.581 245.302 244.439 243.047 241.515 239.83 238.442 237.978 237.468 236.907 236.29 235.611 235.769 235.987 236.228 236.223 235.834 235.407 234.938 234.725 234.64 234.546 234.442 234.328 234.203 234.066 233.957 233.901 233.84 233.773 233.699 233.618 233.529 233.43 233.322 233.203 233.351 233.588 233.849 234.136 234.451 234.798 235.18 235.457 235.625 235.81 236.014 236.238 236.484 236.755 237.053 237.381 237.742 238.138 238.575 239.055 239.583 240.163 240.802 241.505 241.99 242.352 242.749 243.187 243.668 244.197 244.779 245.179 245.179 245.179 
5 10	189.155 186.751 184.17 182.038 180.563 180.131 179.805 179.058 179.181 179.72 180.551 181.859 183.411 185.249 186.884 189.624 193.907 198.697 204.622 210.606 214.964 220.031 225.154 227.709 229.153 229.641 229.976 230.344 230.749 230.732 230.373 229.979 229.211 228.102 226.883 225.541 224.407 223.944 223.434 222.872 222.255 221.576 221.733 221.95 222.19 222.248 222.023 221.775 221.502 221.356 221.271 221.177 221.073 220.959 220.834 220.696 220.587 220.532 220.471 220.403 220.329 220.248 220.159 220.06 219.952 219.833 219.954 220.154 220.375 220.618 220.885 221.179 221.502 221.749 221.918 222.103 222.307 222.531 222.777 223.048 223.346 223.674 224.035 224.432 224.868 225.349 225.877 226.458 227.097 227.8 228.327 228.76 229.236 229.76 230.336 230.969 231.666 232.145 232.145 232.145 
4 10	189.155 186.751 184.17 182.038 180.563 180.131 179.805 179.058 179.181 179.72 180.551 181.859 183.411 185.249 186.884 189.624 193.907 198.697 204.622 210.606 214.964 220.031 225.154 227.709 229.153 229.641 229.976 230.344 230.749 230.732 230.373 229.979 229.211 228.102 226.883 225.541 224.407 223.944 223.434 222.872 222.255 221.576 221.733 221.95 222.19 222.248 222.023 221.775 221.502 221.356 221.271 221.177 221.073 220.959 220.834 220.696 220.587 220.532 220.471 220.403 220.329 220.248 220.159 220.06 219.952 219.833 219.954 220.154 220.375 220.618 220.885 221.179 221.502 221.749 221.918 222.103 222.307 222.531 222.777 223.048 223.346 223.674 224.035 224.432 224.868 225.349 225.877 226.458 227.097 227.8 228.327 228.76 229.236 229.76 230.336 230.969 231.666 232.145 232.145 232.145 
4 9	178.864 175.865 172.767 171.557 170.224 169.81 169.01 168.87 168.868 168.864 169.048 169.564 170.408 171.66 174.233 177.272 180.609 184.389 189.436 194.526 198.198 203.432 209.385 212.645 213.673 214.323 214.974 215.689 216.476 216.652 216.336 215.988 215.496 214.866 214.173 213.411 212.708 212.245 211.735 211.174 210.558 209.88 209.846 209.845 209.843 209.842 209.843 209.843 209.844 209.777 209.67 209.552 209.422 209.279 209.122 208.949 208.812 208.743 208.667 208.583 208.491 208.389 208.278 208.155 208.02 207.871 207.917 208.025 208.143 208.273 208.416 208.573 208.746 208.924 209.108 209.311 209.534 209.779 210.048 210.345 210.671 211.03 211.424 211.858 212.336 212.861 213.439 214.075 214.774 215.543 216.153 216.685 217.269 217.912 218.619 219.397 220.253 220.84 220.84 220.84 
4 7	152.296 149.763 147.085 145.326 143.083 141.514 142.213 142.356 141.554 140.347 139.555 139.575 139.875 140.528 143.578 146.665 149.204 152.006 155.159 158.813 163.609 167.495 170.81 174.837 175.097 175.606 176.259 176.977 177.767 178.263 178.534 178.833 179.058 179.225 179.408 179.609 179.665 179.345 178.994 178.608 178.183 177.715 177.248 176.736 176.174 175.828 175.834 175.841 175.849 175.659 175.353 175.016 174.646 174.238 173.79 173.297 172.957 172.888 172.811 172.727 172.635 172.534 172.422 172.299 172.164 172.016 171.988 171.993 172 172.007 172.014 172.022 172.032 172.15 172.383 172.639 172.921 173.231 173.572 173.948 174.361 174.815 175.314 175.864 176.468 177.133 177.864 178.669 179.554 180.527 181.16 181.595 182.074 182.6 183.179 183.815 184.516 184.997 184.997 184.997 
3 7	152.296 149.763 147.085 145.326 143.083 141.514 142.213 142.356 141.554 140.347 139.555 139.575 139.875 140.528 143.578 146.665 149.204 152.006 155.159 158.813 163.609 167.495 170.81 174.837 175.097 175.606 176.259 176.977 177.767 178.263 178.534 178.833 179.058 179.225 179.408 179.609 179.665 179.345 178.994 178.608 178.183 177.715 177.248 176.736 176.174 175.828 175.834 175.841 175.849 175.659 175.353 175.016 174.646 174.238 173.79 173.297 172.957 172.888 172.811 172.727 172.635 172.534 172.422 172.299 172.164 172.016 171.988 171.993 172 172.007 172.014 172.022 172.032 172.15 172.383 172.639 172.921 173.231 173.572 173.948 174.361 174.815 175.314 175.864 176.468 177.133 177.864 178.669 179.554 180.527 181.16 181.595 182.074 182.6 183.179 183.815 184.516 184.997 184.997 184.997 
3 6	133.367 131.232 128.947 127.142 124.961 123.392 124.322 124.347 123.452 122.186 121.421 121.623 122.121 122.993 126.091 129.113 131.477 134.059 136.747 139.99 144.749 148.055 150.426 153.876 153.925 154.431 155.122 155.881 156.717 157.349 157.834 158.367 158.779 159.095 159.442 159.824 160.024 159.741 159.43 159.088 158.711 158.297 157.72 157.079 156.374 155.919 155.874 155.824 155.769 155.526 155.17 154.777 154.346 153.872 153.35 152.775 152.378 152.296 152.206 152.106 151.997 151.876 151.744 151.598 151.438 151.262 151.166 151.087 151.001 150.905 150.801 150.685 150.559 150.601 150.822 151.065 151.333 151.627 151.95 152.306 152.698 153.128 153.602 154.123 154.696 155.326 156.02 156.783 157.622 158.545 159.119 159.486 159.89 160.334 160.823 161.361 161.953 162.359 162.359 162.359 
